gem_id,name,name_other,country,lat,lon,status,kind,wkt
100000309358,"11341C/Peace River Area 2 Oil and Gas Asset (Alberta, Canada)",,canada,56.923,-115.921,,GOGET,
100000319064,"Palacios Gas Field (Santa Cruz, Bolivia)",,bolivia,-16.9692,-63.9786,,GOGET,
100000322003,"Phantom (Wolfcamp) - Petro-Hunt Permian Oil and Gas Asset (Texas, United States)",,united states,31.6316,-103.4706,,GOGET,
100000319553,"Calpurnia (GC727) - Anadarko Oil and Gas Asset (federal offshore, United States)",,,26.478,-92.901,,GOGET,
100000322697,"Grayburg-San Andres - Morningstar Operating Oil and Gas Asset (New Mexico, United States)",,united states,32.5055,-104.1071,,GOGET,
100000321576,"Eagleville (Eagle Ford-1) - Texas American Resources Oil and Gas Asset (Texas, United States)",,united states,28.6637,-98.9375,,GOGET,
100000321979,"Phantom (Wolfcamp) - Encore Permian Operating Oil and Gas Asset (Texas, United States)",,united states,31.7145,-104.0735,,GOGET,
100000323193,"Garden - Xto Energy Inc Oil and Gas Asset (North Dakota, United States)",,united states,47.9223,-103.219,,GOGET,
100000317619,"Aban Redevelopment Oil Asset (Ilam, Iran)",,iran,32.6871,47.2725,,GOGET,
100000317605,"Ignacio Blanco Oil and Gas Project (Colorado, United States)",,united states,37.0761,-107.7211,,GOGET,
100000321514,"Carthage (Haynesville Shale) - Tgnr East Texas (Conventional) Oil and Gas Asset (Texas, United States)",,united states,31.321231,-99.810632,,GOGET,
100000317980,Macadamia Oil and Gas Field (Trinidad and Tobago),,,9.9777,-60.3992,,GOGET,
100000314049,Trefoil Oil and Gas Field (Australia),,,-39.9152,145.3238,,GOGET,
100000322782,"Wolfcamp - Eog Resources Oil and Gas Asset (New Mexico, United States)",,united states,32.7175,-104.0316,,GOGET,
100000310894,Serrette Gas Field (Trinidad and Tobago),['EMZ'],,10.448531,-60.437376,,GOGET,"MULTIPOLYGON (((-60.4504682417863 10.452839469315,-60.441551695544 10.4627692594485,-60.4289874712934 10.4682407764609,-60.4200709250511 10.4668222350132,-60.4164232470429 10.4603374741097,-60.4223000616117 10.4439229230727,-60.4304060127411 10.4348037280521,-60.4374987199793 10.4327772402698,-60.4437808321046 10.4301428061527,-60.4547238661292 10.4317639963786,-60.4583715441375 10.4356143231651,-60.4595874368069 10.4435176255162,-60.4504682417863 10.452839469315)))"
